,Unnamed: 0,Operateur,X,Y,2G,3G,4G
0,0,Orange,102980.0,6847973.0,1,1,0
1,1,SFR,103113.0,6848661.0,1,1,0
2,2,Bouygue,103114.0,6848664.0,1,1,1
3,3,Orange,112032.0,6840427.0,0,1,1
4,4,Orange,115635.0,6799938.0,1,1,0
5,5,Bouygue,124571.0,6834344.0,1,1,1
6,6,Bouygue,124695.0,6799102.0,1,0,0
7,7,Orange,124754.0,6834397.0,1,1,0
8,8,Bouygue,126832.0,6850891.0,1,1,0
9,9,Orange,126839.0,6850905.0,1,1,0
10,10,SFR,127043.0,6835882.0,1,1,1
11,11,Orange,127568.0,6845233.0,1,1,1
12,12,Orange,128710.0,6798555.0,1,1,1
13,13,Bouygue,128752.0,6833527.0,1,1,1
14,14,Free,128760.0,6833539.0,0,1,1
15,15,Orange,128766.0,6833546.0,1,1,1
16,16,SFR,128770.0,6833549.0,1,1,0
17,17,Bouygue,128841.0,6844669.0,1,1,1
18,18,Free,128862.0,6844668.0,0,1,1
19,19,Free,129220.0,6848789.0,0,1,1
20,20,SFR,129264.0,6848863.0,1,1,0
21,21,Bouygue,129846.0,6839759.0,1,1,0
22,22,Orange,129865.0,6839792.0,1,1,1
23,23,Bouygue,129878.0,6798001.0,1,1,0
24,24,SFR,129879.0,6797996.0,1,1,0
25,25,Free,129898.0,6798012.0,0,1,1
26,26,SFR,130114.0,6854345.0,1,1,0
27,27,SFR,130418.0,6842903.0,1,1,0
28,28,Bouygue,133248.0,6855889.0,1,1,0
29,29,SFR,134821.0,6834024.0,1,1,1
30,30,Free,134823.0,6834038.0,0,1,1
31,31,Bouygue,135262.0,6852772.0,1,1,1
32,32,SFR,135263.0,6852800.0,1,1,0
33,33,Free,135264.0,6852783.0,0,1,0
34,34,Orange,135264.0,6852806.0,1,1,1
35,35,Orange,135485.0,6833857.0,1,1,1
36,36,Orange,136567.0,6836278.0,0,1,1
37,37,SFR,136592.0,6841494.0,0,1,0
38,38,Orange,136595.0,6841496.0,0,1,1
39,39,SFR,136658.0,6836986.0,1,1,1
40,40,Orange,136672.0,6836980.0,1,1,0
41,41,Bouygue,136709.0,6836971.0,1,1,1
42,42,SFR,136918.0,6844810.0,1,1,0
43,43,Bouygue,136926.0,6833491.0,1,1,1
44,44,SFR,137269.0,6797110.0,1,1,0
45,45,Orange,137508.0,6843513.0,1,1,1
46,46,Bouygue,137794.0,6843213.0,1,1,1
47,47,Orange,137903.0,6835712.0,1,1,1
48,48,Free,137945.0,6843006.0,0,1,1
49,49,SFR,138045.0,6836907.0,1,1,1
50,50,Free,138048.0,6836906.0,0,1,1
51,51,Bouygue,138073.0,6823980.0,1,1,1
52,52,Orange,138074.0,6823972.0,1,1,0
53,53,SFR,138177.0,6823771.0,1,1,0
54,54,Free,138179.0,6823798.0,0,1,0
55,55,SFR,138848.0,6856582.0,1,1,0
56,56,Bouygue,138848.0,6856585.0,1,1,0
57,57,Free,139223.0,6852006.0,0,1,0
58,58,Bouygue,139226.0,6852004.0,1,1,1
59,59,Orange,139381.0,6812351.0,1,1,0
60,60,SFR,139902.0,6835505.0,1,1,1
61,61,Orange,139907.0,6835500.0,1,1,0
62,62,Orange,140028.0,6795550.0,1,1,1
63,63,SFR,140032.0,6795537.0,0,1,0
64,64,Bouygue,140033.0,6795536.0,1,1,0
65,65,Free,140035.0,6795539.0,0,1,1
66,66,Orange,140057.0,6833570.0,1,1,1
67,67,SFR,140081.0,6842315.0,1,1,0
68,68,SFR,140594.0,6833532.0,1,1,1
69,69,Bouygue,140606.0,6833537.0,1,1,1
70,70,Bouygue,140746.0,6841216.0,1,1,1
71,71,Orange,140754.0,6841227.0,1,1,1
72,72,Bouygue,141217.0,6845048.0,1,1,1
73,73,Orange,141469.0,6794973.0,1,1,1
74,74,Free,141897.0,6840844.0,0,1,1
75,75,Orange,141899.0,6840848.0,1,1,1
76,76,Orange,142146.0,6834833.0,1,1,0
77,77,Orange,142162.0,6845551.0,1,1,0
78,78,Orange,142505.0,6839777.0,1,1,0
79,79,SFR,142515.0,6839739.0,1,1,0
80,80,Orange,142613.0,6818411.0,0,1,1
81,81,Orange,142726.0,6858673.0,1,1,0
82,82,Bouygue,142727.0,6858669.0,1,0,0
83,83,Orange,142764.0,6835819.0,0,1,1
84,84,SFR,143070.0,6795023.0,1,1,0
85,85,Orange,143096.0,6835223.0,1,1,0
86,86,SFR,143101.0,6835220.0,1,1,1
87,87,Orange,143246.0,6796660.0,1,1,0
88,88,Bouygue,143252.0,6836009.0,1,1,1
89,89,Bouygue,143253.0,6796649.0,1,1,0
90,90,Free,143261.0,6796657.0,0,1,1
91,91,SFR,143346.0,6834453.0,1,1,1
92,92,Bouygue,143534.0,6835381.0,1,1,1
93,93,SFR,143693.0,6838607.0,1,1,1
94,94,Orange,143706.0,6835896.0,1,1,1
95,95,Bouygue,143721.0,6836353.0,0,1,0
96,96,Bouygue,143744.0,6836137.0,1,1,1
97,97,Free,143846.0,6836139.0,0,1,1
98,98,SFR,143853.0,6836141.0,1,1,1
99,99,Orange,144094.0,6837276.0,1,1,1
100,100,SFR,144485.0,6820483.0,1,1,0
101,101,Free,144487.0,6820496.0,0,1,1
102,102,Orange,144607.0,6820243.0,1,1,1
103,103,SFR,144607.0,6846681.0,1,0,0
104,104,Bouygue,144650.0,6835630.0,1,1,1
105,105,SFR,144663.0,6835636.0,1,1,1
106,106,Free,144668.0,6835629.0,0,1,1
107,107,Bouygue,144702.0,6838541.0,1,1,1
108,108,Free,144775.0,6838411.0,0,1,1
109,109,Orange,144789.0,6838423.0,1,1,1
110,110,Orange,144796.0,6835589.0,1,1,1
111,111,SFR,144880.0,6856807.0,1,1,1
112,112,Orange,145035.0,6836166.0,0,1,1
113,113,SFR,145056.0,6841887.0,1,1,1
114,114,Orange,145060.0,6841895.0,1,1,0
115,115,Bouygue,145061.0,6841894.0,1,1,1
116,116,Free,145062.0,6841894.0,0,1,1
117,117,Bouygue,145154.0,6836575.0,1,1,1
118,118,SFR,145204.0,6835519.0,1,1,1
119,119,Orange,145216.0,6837970.0,1,1,1
120,120,SFR,145218.0,6837969.0,1,1,1
121,121,Orange,145233.0,6836599.0,1,1,1
122,122,SFR,145235.0,6836483.0,1,1,1
123,123,Free,145247.0,6836492.0,0,1,1
124,124,Orange,145347.0,6835997.0,1,0,0
125,125,Bouygue,145445.0,6860991.0,1,1,0
126,126,Orange,145453.0,6855967.0,0,1,0
127,127,Orange,145456.0,6823087.0,0,0,0
128,128,Bouygue,145497.0,6835869.0,1,1,1
129,129,Bouygue,145536.0,6820163.0,1,1,1
130,130,Orange,145615.0,6835818.0,1,1,1
131,131,Orange,145696.0,6838740.0,1,1,0
132,132,Bouygue,145754.0,6837668.0,1,1,1
133,133,Free,145754.0,6837679.0,0,1,1
134,134,SFR,145934.0,6847505.0,1,1,0
135,135,Bouygue,145949.0,6847510.0,1,1,0
136,136,SFR,146006.0,6838487.0,1,1,1
137,137,Free,146011.0,6838496.0,0,1,1
138,138,Orange,146059.0,6857350.0,1,1,1
139,139,Free,146069.0,6836684.0,0,1,1
140,140,Orange,146090.0,6835696.0,1,1,0
141,141,SFR,146105.0,6836686.0,1,1,1
142,142,Bouygue,146264.0,6791515.0,1,1,0
143,143,Free,146265.0,6791515.0,0,1,1
144,144,Orange,146280.0,6837789.0,1,1,1
145,145,SFR,146282.0,6791513.0,1,1,0
146,146,SFR,146286.0,6837774.0,1,1,1
147,147,SFR,146296.0,6836331.0,1,1,1
148,148,Orange,146427.0,6836272.0,1,1,1
149,149,Bouygue,146429.0,6836950.0,1,1,1
150,150,Orange,146440.0,6836946.0,1,1,1
151,151,Bouygue,146455.0,6836068.0,0,0,1
152,152,Bouygue,146548.0,6836378.0,1,1,1
153,153,SFR,146549.0,6837030.0,1,1,1
154,154,SFR,146581.0,6839159.0,1,1,1
155,155,SFR,146631.0,6835858.0,1,1,0
156,156,Orange,146703.0,6791134.0,1,1,0
157,157,Bouygue,146720.0,6836358.0,1,0,0
158,158,Orange,146756.0,6852775.0,1,1,0
159,159,Free,146758.0,6840049.0,0,1,0
160,160,Orange,146759.0,6840053.0,1,1,1
161,161,Orange,146763.0,6848446.0,1,1,0
162,162,SFR,146820.0,6836403.0,1,1,1
163,163,Orange,146822.0,6836040.0,1,1,1
164,164,Bouygue,146860.0,6836010.0,1,1,1
165,165,Orange,146884.0,6836539.0,1,1,1
166,166,Free,146887.0,6837043.0,0,1,1
167,167,SFR,146905.0,6837061.0,1,1,1
168,168,Bouygue,146921.0,6836607.0,1,0,0
169,169,Orange,146980.0,6837209.0,1,1,1
170,170,Free,147007.0,6856437.0,0,1,1
171,171,Bouygue,147023.0,6856406.0,1,1,0
172,172,Orange,147052.0,6836897.0,0,1,1
173,173,SFR,147054.0,6836884.0,1,1,1
174,174,Bouygue,147075.0,6839197.0,1,1,1
175,175,Bouygue,147079.0,6836558.0,1,0,1
176,176,Bouygue,147084.0,6836503.0,1,1,1
177,177,Orange,147126.0,6836537.0,0,0,0
178,178,Bouygue,147161.0,6837407.0,1,1,1
179,179,Orange,147306.0,6839053.0,1,1,1
180,180,Orange,147478.0,6836749.0,1,1,1
181,181,Orange,147489.0,6838248.0,1,1,1
182,182,SFR,147649.0,6835625.0,1,1,1
183,183,SFR,147651.0,6836172.0,1,1,1
184,184,Orange,147660.0,6836184.0,1,1,1
185,185,Bouygue,147665.0,6835631.0,1,1,1
186,186,SFR,147697.0,6838762.0,1,1,1
187,187,SFR,147698.0,6837006.0,1,1,1
188,188,SFR,147718.0,6836599.0,1,1,1
189,189,Bouygue,147745.0,6840480.0,1,0,0
190,190,Orange,147805.0,6823979.0,1,1,0
191,191,Free,147877.0,6838761.0,0,1,1
192,192,SFR,147933.0,6835307.0,1,0,0
193,193,Free,147945.0,6843572.0,0,1,1
194,194,Bouygue,147950.0,6843572.0,1,1,1
195,195,Orange,147979.0,6799006.0,1,1,0
196,196,Orange,147982.0,6843617.0,1,1,1
197,197,SFR,148087.0,6837613.0,1,1,1
198,198,Free,148088.0,6837614.0,0,1,1
199,199,Orange,148091.0,6837628.0,1,1,1
200,200,Orange,148146.0,6842502.0,1,1,1
201,201,Orange,148205.0,6860258.0,1,1,1
202,202,SFR,148211.0,6860254.0,1,1,0
203,203,Bouygue,148323.0,6837516.0,1,1,1
204,204,SFR,148324.0,6837517.0,0,1,0
205,205,Bouygue,148425.0,6836747.0,1,1,1
206,206,Free,148440.0,6836762.0,0,1,1
207,207,SFR,148524.0,6836656.0,1,1,1
208,208,Orange,148528.0,6836661.0,1,1,1
209,209,Bouygue,148551.0,6838825.0,1,1,1
210,210,SFR,148555.0,6837987.0,1,1,1
211,211,Orange,148587.0,6838831.0,0,1,0
212,212,Free,148652.0,6837910.0,0,1,1
213,213,SFR,148750.0,6840360.0,1,1,1
214,214,Orange,148917.0,6839329.0,1,1,1
215,215,SFR,148978.0,6839557.0,1,1,1
216,216,Orange,148997.0,6837778.0,1,1,1
217,217,Bouygue,149088.0,6840371.0,1,1,1
218,218,Orange,149095.0,6840372.0,1,1,0
219,219,Free,149153.0,6840450.0,0,1,1
220,220,Bouygue,149477.0,6837139.0,1,1,1
221,221,Orange,149480.0,6836231.0,1,1,1
222,222,SFR,149482.0,6836210.0,1,1,1
223,223,Free,149515.0,6836165.0,0,1,1
224,224,Orange,149558.0,6837196.0,1,1,1
225,225,SFR,149689.0,6837098.0,1,1,1
226,226,Free,149692.0,6837097.0,0,1,1
227,227,Orange,149815.0,6770693.0,1,1,1
228,228,SFR,149844.0,6843394.0,1,1,1
229,229,Orange,149852.0,6843399.0,1,1,0
230,230,Orange,150238.0,6840176.0,0,1,0
231,231,Orange,150343.0,6772730.0,1,1,1
232,232,Bouygue,150395.0,6831904.0,1,1,1
233,233,Bouygue,150462.0,6791556.0,1,1,1
234,234,SFR,150488.0,6837542.0,1,1,1
235,235,Orange,150522.0,6837524.0,1,1,0
236,236,Bouygue,150583.0,6771074.0,1,1,1
237,237,SFR,150588.0,6771075.0,1,1,1
238,238,Free,150617.0,6832088.0,0,1,1
239,239,SFR,150621.0,6832070.0,1,1,1
240,240,Orange,151046.0,6771419.0,0,1,1
241,241,Bouygue,151156.0,6851526.0,1,1,1
242,242,Orange,151156.0,6851539.0,1,1,0
243,243,Orange,151287.0,6847896.0,0,1,0
244,244,Orange,151455.0,6836769.0,1,1,0
245,245,Orange,151485.0,6839371.0,0,1,0
246,246,Bouygue,151910.0,6837619.0,1,1,1
247,247,Orange,152076.0,6838156.0,1,1,0
248,248,Orange,152199.0,6841129.0,1,1,1
249,249,Bouygue,152319.0,6841083.0,1,1,1
250,250,SFR,152319.0,6841107.0,1,1,1
251,251,Free,152321.0,6841091.0,0,1,0
252,252,Bouygue,152487.0,6848410.0,1,1,1
253,253,SFR,152493.0,6848409.0,1,1,1
254,254,Orange,152495.0,6848411.0,1,1,1
255,255,Orange,152552.0,6836505.0,1,1,1
256,256,Orange,152740.0,6787700.0,1,1,0
257,257,SFR,153217.0,6801245.0,1,1,1
258,258,Bouygue,153218.0,6801243.0,1,1,1
259,259,Free,153234.0,6801237.0,0,1,1
260,260,Orange,153334.0,6840530.0,1,1,1
261,261,Orange,153732.0,6791863.0,1,1,0
262,262,Bouygue,153829.0,6771523.0,1,1,1
263,263,SFR,153834.0,6771525.0,1,1,1
264,264,Bouygue,154089.0,6837741.0,1,1,1
265,265,SFR,154111.0,6837723.0,1,1,1
266,266,Orange,154115.0,6837737.0,1,1,0
267,267,Orange,154258.0,6801973.0,1,1,1
268,268,SFR,154301.0,6839018.0,1,1,1
269,269,Free,154303.0,6839035.0,0,1,1
270,270,Bouygue,154306.0,6839028.0,1,1,1
271,271,Orange,154519.0,6800979.0,1,1,1
272,272,Orange,154680.0,6833853.0,1,1,1
273,273,Bouygue,155170.0,6802286.0,0,1,0
274,274,SFR,155239.0,6817271.0,1,1,0
275,275,Bouygue,155240.0,6817286.0,1,1,1
276,276,Free,155240.0,6817286.0,0,1,1
277,277,Orange,155245.0,6817274.0,1,1,1
278,278,Bouygue,155247.0,6802051.0,1,1,1
279,279,SFR,155349.0,6802775.0,1,1,0
280,280,Orange,155350.0,6802771.0,1,1,1
281,281,Free,155358.0,6787625.0,0,1,0
282,282,SFR,155367.0,6787605.0,1,1,1
283,283,Orange,155400.0,6801480.0,0,1,0
284,284,SFR,155458.0,6834857.0,1,1,1
285,285,Orange,155462.0,6834871.0,1,0,0
286,286,Bouygue,155464.0,6834857.0,1,1,0
287,287,Bouygue,155483.0,6769022.0,1,1,1
288,288,SFR,155486.0,6769021.0,1,1,1
289,289,Orange,155486.0,6769024.0,0,1,0
290,290,SFR,155861.0,6833195.0,1,1,1
291,291,Bouygue,155868.0,6833207.0,1,1,1
292,292,Free,155875.0,6833198.0,0,1,1
293,293,Bouygue,155961.0,6782583.0,1,1,1
294,294,Free,155962.0,6782584.0,0,1,1
295,295,SFR,155966.0,6782583.0,1,1,1
296,296,Bouygue,156017.0,6773969.0,1,1,1
297,297,SFR,156017.0,6773969.0,1,1,1
298,298,Bouygue,156065.0,6851087.0,1,1,0
299,299,Orange,156084.0,6770191.0,1,1,1
300,300,SFR,156152.0,6775436.0,1,1,0
301,301,Orange,156173.0,6773231.0,1,1,0
302,302,Bouygue,156515.0,6770098.0,1,1,0
303,303,Free,156543.0,6770102.0,0,1,1
304,304,Orange,156651.0,6842872.0,1,1,1
305,305,Orange,157297.0,6801243.0,1,1,1
306,306,SFR,157300.0,6801237.0,1,1,0
307,307,Bouygue,157325.0,6801230.0,1,1,1
308,308,SFR,157491.0,6851512.0,1,1,0
309,309,Bouygue,157616.0,6780309.0,1,1,1
310,310,Free,157616.0,6780309.0,0,1,1
311,311,SFR,157616.0,6780309.0,1,1,1
312,312,Orange,157704.0,6782009.0,1,1,0
313,313,SFR,157850.0,6790389.0,1,1,0
314,314,Orange,157913.0,6864558.0,1,1,0
315,315,Bouygue,157921.0,6864519.0,1,1,1
316,316,SFR,157951.0,6864521.0,1,1,1
317,317,Bouygue,158914.0,6843963.0,1,1,1
318,318,SFR,159014.0,6841175.0,1,1,0
319,319,Bouygue,159024.0,6839619.0,1,1,0
320,320,Orange,159191.0,6775970.0,0,1,1
321,321,Bouygue,159611.0,6855434.0,1,1,1
322,322,Orange,159617.0,6855425.0,1,1,1
323,323,Free,159626.0,6835179.0,0,1,1
324,324,SFR,159692.0,6834987.0,1,1,0
325,325,Orange,159711.0,6834157.0,1,1,1
326,326,SFR,159782.0,6855222.0,1,0,0
327,327,SFR,159848.0,6769657.0,1,1,0
328,328,Orange,159852.0,6769671.0,1,1,0
329,329,Orange,160226.0,6790903.0,1,1,0
330,330,SFR,160242.0,6796170.0,1,1,1
331,331,Free,160352.0,6856028.0,0,1,1
332,332,Orange,160353.0,6856032.0,1,1,0
333,333,Orange,160624.0,6828148.0,1,1,0
334,334,Bouygue,160628.0,6828145.0,1,1,0
335,335,Free,160629.0,6828146.0,0,1,1
336,336,SFR,160690.0,6777672.0,1,1,1
337,337,Orange,160693.0,6777674.0,1,1,1
338,338,Bouygue,160705.0,6777708.0,1,1,1
339,339,Orange,160726.0,6776122.0,1,1,1
340,340,Orange,160743.0,6854160.0,1,1,0
341,341,Bouygue,160785.0,6795341.0,1,1,0
342,342,Bouygue,161570.0,6850923.0,1,1,0
343,343,SFR,161610.0,6850903.0,1,1,0
344,344,Free,161623.0,6850861.0,0,1,1
345,345,Orange,161632.0,6850861.0,1,1,0
346,346,Bouygue,161706.0,6793610.0,1,1,0
347,347,Free,161716.0,6793632.0,0,1,1
348,348,Bouygue,161933.0,6832674.0,1,1,1
349,349,Bouygue,162273.0,6772659.0,1,1,1
350,350,SFR,162281.0,6772653.0,1,1,1
351,351,Orange,162487.0,6770074.0,0,1,0
352,352,SFR,162648.0,6794667.0,1,1,0
353,353,SFR,162772.0,6841750.0,1,1,0
354,354,Orange,162994.0,6838745.0,1,1,1
355,355,SFR,163117.0,6858470.0,1,1,0
356,356,Free,163190.0,6858456.0,0,1,0
357,357,Orange,163468.0,6840776.0,1,1,0
358,358,Bouygue,163595.0,6842726.0,1,1,0
359,359,Orange,163702.0,6805577.0,1,1,1
360,360,Orange,163703.0,6843054.0,1,1,0
361,361,Bouygue,163709.0,6805590.0,1,1,1
362,362,Free,163710.0,6805590.0,0,1,1
363,363,Bouygue,163742.0,6796442.0,1,1,0
364,364,SFR,163814.0,6842341.0,1,1,1
365,365,Free,163836.0,6842325.0,0,1,1
366,366,Free,163982.0,6831586.0,0,1,1
367,367,SFR,164011.0,6831715.0,1,1,0
368,368,Orange,164037.0,6831762.0,1,1,1
369,369,Free,164103.0,6771701.0,0,1,1
370,370,SFR,164126.0,6789264.0,1,1,1
371,371,Orange,164128.0,6789298.0,1,1,0
372,372,Bouygue,164134.0,6789263.0,1,1,1
373,373,Free,164135.0,6789264.0,0,1,1
374,374,Bouygue,164137.0,6771745.0,1,1,1
375,375,Orange,164139.0,6771740.0,1,1,1
376,376,SFR,164264.0,6844971.0,1,1,1
377,377,Orange,164267.0,6844984.0,1,0,0
378,378,Bouygue,164267.0,6844986.0,1,1,1
379,379,Free,164267.0,6844986.0,0,1,0
380,380,Bouygue,164414.0,6784959.0,1,1,1
381,381,SFR,164419.0,6784964.0,1,1,1
382,382,SFR,165070.0,6777851.0,1,1,1
383,383,Orange,165095.0,6777818.0,1,1,1
384,384,Free,165096.0,6777813.0,0,1,1
385,385,Bouygue,165101.0,6777825.0,1,1,1
386,386,Bouygue,165139.0,6827759.0,1,0,0
387,387,SFR,165159.0,6827730.0,1,1,1
388,388,Bouygue,165364.0,6801015.0,1,1,1
389,389,Free,165364.0,6801016.0,0,1,1
390,390,SFR,165513.0,6839045.0,1,0,0
391,391,Bouygue,165631.0,6840486.0,1,1,0
392,392,Free,165637.0,6840486.0,0,1,0
393,393,Orange,165639.0,6840489.0,1,1,1
394,394,Orange,165862.0,6786376.0,1,1,0
395,395,Orange,165992.0,6798322.0,1,1,0
396,396,Orange,166030.0,6826292.0,1,1,0
397,397,Orange,167095.0,6784447.0,1,1,0
398,398,Bouygue,167109.0,6825075.0,1,1,0
399,399,Free,167167.0,6825069.0,0,1,1
400,400,Free,167471.0,6776976.0,0,1,1
401,401,Orange,167472.0,6776980.0,1,1,1
402,402,Bouygue,167519.0,6787028.0,1,1,1
403,403,Free,167519.0,6787028.0,0,1,1
404,404,SFR,167553.0,6787027.0,1,1,1
405,405,Orange,168415.0,6787585.0,1,1,0
406,406,Free,168631.0,6859865.0,0,1,0
407,407,Orange,168632.0,6859869.0,1,1,1
408,408,Bouygue,168674.0,6790255.0,1,1,1
409,409,SFR,168679.0,6790256.0,1,1,1
410,410,Free,168684.0,6790247.0,0,1,0
411,411,Orange,168686.0,6790251.0,1,1,1
412,412,Bouygue,168713.0,6815146.0,1,1,0
413,413,Bouygue,168878.0,6788866.0,1,1,1
414,414,SFR,168878.0,6788866.0,1,1,1
415,415,Orange,169026.0,6793681.0,1,1,0
416,416,Orange,169141.0,6789018.0,1,1,1
417,417,SFR,169265.0,6776941.0,1,1,1
418,418,Bouygue,169268.0,6776941.0,1,1,1
419,419,Orange,169270.0,6776946.0,1,1,1
420,420,Orange,169522.0,6811311.0,0,1,0
421,421,Bouygue,169647.0,6803844.0,1,1,1
422,422,SFR,169647.0,6803844.0,1,1,1
423,423,Free,169648.0,6803845.0,0,1,1
424,424,Orange,169921.0,6789443.0,1,1,1
425,425,Bouygue,169990.0,6821085.0,1,1,1
426,426,SFR,169990.0,6821085.0,1,1,1
427,427,Orange,170007.0,6821092.0,1,1,0
428,428,SFR,170095.0,6789845.0,1,0,0
429,429,Free,170166.0,6821193.0,0,1,1
430,430,Bouygue,170270.0,6859678.0,1,1,1
431,431,SFR,170273.0,6859684.0,1,1,1
432,432,Orange,170284.0,6846513.0,1,0,0
433,433,Orange,170428.0,6790037.0,1,1,1
434,434,Bouygue,170434.0,6790017.0,1,1,1
435,435,Orange,170507.0,6791344.0,1,1,1
436,436,Orange,170733.0,6789441.0,1,1,0
437,437,Bouygue,170783.0,6788421.0,1,1,1
438,438,SFR,170796.0,6788400.0,1,1,1
439,439,Orange,170798.0,6788403.0,1,1,1
440,440,SFR,170851.0,6789618.0,1,1,1
441,441,Bouygue,170852.0,6789624.0,1,1,1
442,442,Orange,171198.0,6789936.0,1,1,1
443,443,Orange,171259.0,6786799.0,1,0,0
444,444,Orange,171262.0,6851215.0,1,1,0
445,445,SFR,171272.0,6791435.0,1,0,0
446,446,Bouygue,171274.0,6851221.0,1,1,0
447,447,SFR,171274.0,6851221.0,1,1,0
448,448,Free,171275.0,6851222.0,0,1,0
449,449,Free,171298.0,6812658.0,0,1,1
450,450,Bouygue,171311.0,6791312.0,1,1,1
451,451,SFR,171316.0,6791314.0,1,1,1
452,452,Orange,171337.0,6787513.0,0,0,0
453,453,Bouygue,171390.0,6787545.0,1,1,1
454,454,Bouygue,171404.0,6864240.0,1,1,1
455,455,Bouygue,171405.0,6812711.0,1,1,1
456,456,Orange,171412.0,6864242.0,1,1,1
457,457,SFR,171439.0,6788897.0,1,1,1
458,458,SFR,171443.0,6812658.0,1,1,1
459,459,Free,171445.0,6864236.0,0,1,1
460,460,Bouygue,171456.0,6788885.0,1,1,1
461,461,Orange,171646.0,6789010.0,1,1,0
462,462,Orange,171684.0,6791138.0,1,1,0
463,463,Free,171694.0,6789013.0,0,1,1
464,464,SFR,171761.0,6782006.0,1,1,1
465,465,Free,171772.0,6781994.0,0,1,1
466,466,Bouygue,171796.0,6782037.0,1,1,1
467,467,Bouygue,171957.0,6788991.0,1,1,1
468,468,SFR,171959.0,6788969.0,1,1,1
469,469,Orange,171978.0,6788935.0,1,0,0
470,470,Orange,172162.0,6791923.0,1,1,0
471,471,Free,172387.0,6792340.0,0,1,1
472,472,Orange,172604.0,6790013.0,0,1,0
473,473,SFR,172623.0,6844930.0,1,0,0
474,474,Bouygue,172654.0,6787476.0,1,1,1
475,475,Orange,172656.0,6787481.0,1,1,0
476,476,SFR,172658.0,6787483.0,1,1,1
477,477,Free,172661.0,6787481.0,0,1,0
478,478,Orange,172704.0,6821215.0,1,1,0
479,479,Bouygue,172709.0,6787789.0,1,0,0
480,480,SFR,172752.0,6789969.0,1,1,1
481,481,Bouygue,172752.0,6789975.0,1,1,1
482,482,Free,172752.0,6789975.0,0,1,1
483,483,Orange,172913.0,6790956.0,1,1,1
484,484,Bouygue,172985.0,6818736.0,1,1,1
485,485,SFR,172994.0,6818732.0,1,1,1
486,486,Orange,173050.0,6788309.0,1,1,1
487,487,SFR,173052.0,6788222.0,1,1,1
488,488,Bouygue,173060.0,6788213.0,1,1,1
489,489,Orange,173095.0,6848546.0,0,0,1
490,490,SFR,173241.0,6794607.0,1,1,1
491,491,Bouygue,173241.0,6794609.0,1,1,1
492,492,Bouygue,173396.0,6780325.0,1,1,1
493,493,Orange,173408.0,6789627.0,1,1,1
494,494,SFR,173411.0,6780319.0,1,1,1
495,495,Orange,173418.0,6780330.0,1,1,0
496,496,Orange,173477.0,6815780.0,1,1,0
497,497,SFR,173572.0,6863604.0,1,1,1
498,498,Bouygue,173583.0,6863576.0,1,1,1
499,499,Orange,173679.0,6812660.0,1,1,1
500,500,Bouygue,173795.0,6846192.0,1,1,0
501,501,SFR,173795.0,6846192.0,0,1,0
502,502,Free,173796.0,6846193.0,0,1,0
503,503,Orange,173797.0,6846196.0,0,1,0
504,504,Orange,173881.0,6794655.0,1,1,0
505,505,Free,173906.0,6794633.0,0,1,1
506,506,Orange,173985.0,6808111.0,1,1,0
507,507,Orange,174101.0,6788281.0,1,1,1
508,508,SFR,174404.0,6819592.0,0,1,0
509,509,Orange,174846.0,6788347.0,1,1,1
510,510,Bouygue,174875.0,6855144.0,1,1,1
511,511,SFR,174875.0,6855144.0,1,1,1
512,512,Orange,175029.0,6790732.0,1,1,0
513,513,Bouygue,175043.0,6790725.0,1,1,1
514,514,Free,175044.0,6790725.0,0,1,1
515,515,SFR,175048.0,6790725.0,1,1,1
516,516,Orange,175168.0,6789869.0,1,1,0
517,517,Free,175215.0,6818660.0,0,1,1
518,518,Orange,175322.0,6818383.0,1,1,1
519,519,Orange,175412.0,6840209.0,1,1,1
520,520,Bouygue,175594.0,6813345.0,1,1,1
521,521,SFR,175594.0,6813345.0,1,1,1
522,522,Bouygue,175721.0,6777789.0,1,1,1
523,523,Free,175724.0,6777736.0,0,1,1
524,524,SFR,175759.0,6777765.0,1,1,1
525,525,Bouygue,175866.0,6857013.0,1,1,1
526,526,SFR,175866.0,6857013.0,1,1,1
527,527,Free,175896.0,6857044.0,0,1,1
528,528,SFR,176063.0,6788070.0,1,1,1
529,529,Bouygue,176097.0,6788098.0,1,1,1
530,530,Free,176281.0,6813698.0,0,1,1
531,531,Orange,176282.0,6813702.0,1,1,1
532,532,Orange,176287.0,6777968.0,1,1,1
533,533,Bouygue,176344.0,6834515.0,1,1,0
534,534,Free,176371.0,6834512.0,0,1,1
535,535,Orange,176386.0,6793207.0,0,1,0
536,536,SFR,176528.0,6783389.0,1,1,1
537,537,Orange,176535.0,6783382.0,1,1,0
538,538,Bouygue,176539.0,6783398.0,1,1,1
539,539,Bouygue,176659.0,6774723.0,1,1,1
540,540,Free,176659.0,6774723.0,0,1,1
541,541,Orange,176661.0,6774728.0,1,1,1
542,542,SFR,176673.0,6774689.0,1,1,1
543,543,Bouygue,176694.0,6788187.0,1,0,0
544,544,Orange,176728.0,6799981.0,1,1,0
545,545,Orange,177015.0,6787721.0,1,1,0
546,546,Free,177170.0,6806954.0,0,1,1
547,547,Bouygue,177349.0,6790966.0,1,1,1
548,548,Free,177349.0,6790987.0,0,1,1
549,549,SFR,177352.0,6790969.0,1,1,1
